text,intent
please tell me trivia about hamburgers,129
tell me the nutrional info of a regular banana,1
what do you think is the meaning of life,22
tell me how are you,82
"search for the nearest atm to newark penn station, newark in new jersey",72
i really would like to add hey jude by the beatles to my playlist,141
what's the least payment i can make on my cable bill,143
whats the cars fuel mileage like,142
how can i build my credit score,28
do you know how much i pay in taxes,94
please remove laundry from my list of chores,65
thanks for that response,124
change language setting to english,29
try using a different accent,51
are you able to sub white sugar for brown sugar,134
how long does it take to get to orlando by bus,78
how do i bake a blackberry pie,104
can you pay the bill now,111
how much do i have to pay for my shell gas card bill,27
what are the international transactions fees for my industrial bank card,137
it was nice chatting with you,114
how much pto days do i have remaining,126
great,107
i prefer to be called jason,144
will you please assist me with renting a car in boise,40
what's the purpose of life,22
i was in australia trying to buy chips and my cards got declined,49
might we go to the next song,118
do i pay my rent this week,56
"is it possible to get a new credit limit of $10,000",109
tell me how the russians say notebook,61
how do i say thank you in japanese,61
what do i do if i lost my luggage,113
what's your birthplace,77
where were you programmed,96
i need you to check if my credit card points are redeemable right now,6
do i have anything on my schedule for may 3,60
will i be able to rent a car in boston from march 2 to march 4,40
i am requesting pto for march 2 and 3,97
i will need an uber for 3 to go to jfk airport,39
what is the most popular sport in new york,42
let's try whisper mode,14
"can you tell me the meaning of life, please",22
can you give me the car's mpg for the city,142
where is your family from,77
start the next song,118
i believe that my luggage was lost,113
can you help me rent a car in las vegas,40
let me know when the replacement card will arrive,90
i wanna know my income,93
am i in charge of you,57
can you tell me how to multiply two fractions,42
what's the due date for my american express payment,56
my water bill is how much this month,27
disconnect from my phone please,130
how can i apply for a discover card,91
how can i rehabilitate my poor credit score,28
"thanks, bye",114
a meeting needs to be schedule and i need to know how,18
tell me the nutrition facts for shepherd's pie,1
how is the traffic on the way to the campsite,24
can you tell me a joke,36
how do you convert ounces to kilos,31
time to order and receive a new credit card,90
how much total cash do i have in the bank,35
what kind of weather does miami have,5
how much highway mpg does it get,142
do i have a lot of gas left,110
what's the artist's name of this song,21
are there meeting rooms available between 11-12,18
can you change how fast you're talking to speak more slowly,119
what town were you born in,77
what is the weather like in sparks right now,5
share my current location with kristen,58
my shopping list contains what again,43
give me the name of the insurance plan that i enrolled in,74
give me examples of what to ask you,115
are you considered a bot,117
iterate the items on my todo list,48
i want to cook a lasagna please tell me how long it will take,86
tell me more about bill gates,42
how many countries in the world are democracies,42
are all televisions high definition,42
what is the status for what i requested for my vacation,101
do we actually have a soul,42
list the contents of my safety deposit box at the bank,42
i need to confirm my reservation for 2/20 at 8 pm,85
what is the next date for which i can get an oil change appointment,131
tell me the meaning of hegemony,139
what's my salary for this year,93
where did i place my phone,81
does one need a visa to go there,59
can you put a stop on my account,20
"i need a reservation for one at applebee's, four in the afternoon on march 3rd",23
i would appreciate it if you could talk to me in french,29
can you help me plan a vacation,97
how much paid time off do i have left,148
is it legal to breed and sell rabbits without a license,42
tell me when ninety minutes have passed,32
how do you change car oil,3
"i haven't heard if my request for time off for vacation has been approved , can you get an update for me",101
please repeat that phrase,13
please transfer my funds,133
who do you do task for,57
does kenya have any travel alerts right now,128
what is the routing number on my first merit account,45
call me frank,144
what fuel should i use for this car,8
is my vacation approved yet,101
i intend to learn how to change oil,3
what is on my calendar next sunday,60
i wanna know your name,75
do i need to get any shots before i travel to liberia,52
i want to see my reminder list,76
is this human or a robot,117
what should i put on the timer to cook this dish,86
give me a recipe for tacos,112
how do i get to statue of liberty by bus,72
what is the temperature the ac display is showing,10
order dog food from walmart,16
i need to report a stolen card,12
please find me a recipe for spaghetti now,104
whats left as far as gas goes,110
take my shopping list and order all,16
i'm out of bananas; add to shopping list,125
how safe is visiting canada this week,128
my name's frank,144
am i able to put in a pto request for may 6 to may 18,97
how do i find when my water bill needs to be paid,56
do you know recipe for making apple pie,104
i have a fraudulent transaction from red robin on my account,70
what is the route to take to report a lost card,12
what is the way to change motor oil,3
assist me with finding an uber to big ben,39
"i'd like to send a text to jack, say ""hi",26
what is tuesday's calendar like,60
i need to schedule somewhere get my tires checked out,131
please reset the factory settings,88
i want my chase account blocked immediately,20
what's the latest info on flight dl123,80
how long should i cook pho for,86
can you tell me what 30% off 279 is,138
how much will i pay the government back in taxes,94
find out what happened to make my card get declined yesterday,49
what is the minimum i can pay for my phone bill,143
i need you to make a reminder for me to give the cat her flea medicine,53
what is my annual percentage rate,7
what are the carry-on limits for flying domestically with delta,62
find out which museum houses the most post modern art in new york state,42
please introduce yourself,75
traffic looking alright going towards burger king,24
where do i find the routing number for great western bank,45
when will my visa expire,44
what is the spelling of potato,73
read back to me my to do list,48
"in cleveland, are there any good places that serve clams",145
what is the name of your boss,57
please uninstall this intrusive social media app,42
please get me an uber to get to the movies,39
go to whisper mode until i say to go back to normal,14
give me trivia about bats,129
how many years do you need to be in the army to get a college tuition,42
boost volume to 4,150
what's the funniest joke you know,36
which type of plugs do they use in scotland,120
"i bent my card, can you report it to my bank",87
i've used how much pto so far,148
what's the definition of patriarchy,139
how long can you keep chicken in the freeze before it goes bad,54
"i need to change my insurance policy, do you know how",64
when's the next phone bill,56
what was the issue with my card yesterday,49
timer 5 minutes,32
book me a hotel in chicago near the water tower shopping from april 2nd to 4th,116
i would like help moving money between accounts,133
remove the june 12 event called sasha's wedding from my calendar,105
can i speak spanish to you hombre,29
will you add what i'm listening to to my road trip playlist,141
what's the prep and cooking time on pizza dough,86
can you tell me today's rate for cad to usd,38
get me dwight howard shooting average,42
what is the time in the utc timezone,4
may i apply for a new credit card,91
when will i get my next paycheck,79
cross volunteering off my todo list,65
what's the fuel level,110
i must have you repeat that,13
how did my bank account is frozen,2
can you tell how many days i already took off this year,148
"great talk, take it easy",114
what is the smallest i can pay on the water bill,143
what timezone is lima in,66
what are the steps for transfering my 401k,100
steve needs to know my location,58
tell me what's on the calendar for saturday,60
i want to cook a quick breakfast what ingredients do i need,112
please don't speak so fast,119
could you share my credit card's apr,132
what kind of questions are you good at answering,115
please force my account to freeze,20
change the pin on my bofa account to 3892,89
do you know if meeting rooms are open to use 1-2,18
what am i being charged for my water bill,27
what to do in minneapolis,149
i'm telling you this is a true statement,107
could you connect to my phone,130
how can i cash in rewards on my chase card,6
for my card is there a extra card while i'm staying in italy,137
is it true your a real person,117
"if you had to choose, cat or dog",34
do i need a plug converter in doha,120
are there any vacancies in new york city from april 2 through april 8,116
what is the meaning of the word girn,139
are there reservation for joe and will,85
why am i unable to access my bank account,2
does my car have enough gas to get to chicago,110
this was a great conversation,114
can you reserve a meeting space for 4:00 on thursday,18
how do i request a vacation,97
i'm going to need an uber for 4 people to go to patty's bar,39
tell me the tools i need to jump start my car,17
how much money do i have total,35
when was the last time i had an oil change,37
what's my meaning in life,22
can you help me find my cellphone,81
trey needs my current location,58
whats the name of the playing song,21
do i have enough gas in my tank to make it to washington dc,110
what roundtrip flights from orlando to vegas are available from thursday to monday,63
save my text on my laptop hard drive,42
"what traffic can i expect on the way to the newark, new jersey from philadelphia",24
how much traffic is there before the stadium,24
i need you to cancel my reservation for smith at the williams diner,67
please tell my bank i will be in israel from the 6th to the 23rd,146
is my replacement card coming soon,90
how many dollars can i exchange for 100000 yen,38
i'd rather call you gloria,55
this ai was made by what person or team,96
can you factor x squared plus 4 x plus 4,138
randomly pick between heads or tails and tell me if tails wins,33
can you add that to my chillwave playlist,141
is the air pressure on my tires low,98
where is the closest mcdonald's to foxwoods casino,72
my shopping list should have carrots on it,125
i need to know the status of my american airlines flight,80
hows are ya,82
can you tell me what day my next paycheck will come,79
what is the purpose of creation,22
i want to verify my reservation for the 18th at 1pm,85
i need an alarm set now,83
change the pin on my savings account to 1234,89
what steps do i need to do to set up direct deposit,108
what type of plug do i need when in rome,120
what mpg does my car get,142
i need to know what restaurants are near me,145
what date should i next change my oil,123
any fantastic restaurants to get shrimp at in atlanta,145
i want you to talk more slowly,119
my last card was stolen and i want to know how long until i get my new one,90
how do you say i'm hungry in french,61
when is my paycheck coming,79
please play the song that goes like hey jude don't make it bad,106
find me an uber and get it here,39
"can you play the song that goes like, ""starships were meant to fly",106
get me a list of the best savings account rates right now,42
where can i see my credit score,69
tell me what time it is in the central timezone,4
on the third i am looking for a flight for under 700 from denver international to new york international,63
can you switch to the female voice,51
transfer my 401k please,100
call an uber to take a group of 4 from this bar to the one on maple st,39
please tell me how much money i have in my bank accounts,35
"in the mst time zone, what time is it right now",4
how many inches and centimeters would i need if i had 10 feet of something,31
how old were you on your last birthday,99
do you know my credit limit for the visa card,41
when was the last time my car was serviced,37
tell me the status of flight dl123,80
what is my to-do list like today,48
do i have enough vacation to take a european trip,126
what's my vacation day usage so far,148
how've you been feeling,82
create a reminder,53
are hawks domesticated or wild,42
can you tell me what to do as i am in the airport and have been for some time and there is still no sign of my suitcase,113
can you please book an uber to the zoo,39
check my car's tire pressure,98
i would like to know if my visa card application has been approved,103
what's the current demand for wood from rain forests,42
what should i do about losing my luggage,113
today is what date,95
do you know london's timezone,66
how many carry ons will american let me take for a flight to los vegas,62
what's my monthly income,93
so how busy is the outback steakhouse at 5 pm,102
when is it imperative that i get my tires changed,47
should i get a travel visa if i want to go to guyana,59
are an an ai,117
roll a dice and give me a number from 1 to 6,92
can i use any fuel in my car,8
create a reminder for me to send flowers to my mom for mother's day,53
i need you to turn the bathroom lights on,10
i want to be woken up at 9 tomorrow,83
i need to know this song,21
i can't use my card because it’s damaged badly,87
when do i need to change my oil again,123
how do i get stuff with visa points,6
can you disconnect yourself from my phone,130
i need $20000 transferred from my savings to my checking,133
for how long have you existed,99
help me find someone to look at my check engine light,131
what's going on in the world today,42
israel has strict restrictions do i need a visa to travel there,59
help find my phone,81
how long should i cook the ham for,86
please see if you can increase my credit limit to one thousand dollars,109
show me examples of cute eyeglass frames,42
where should i spend my time off,149
what does your boss go by,57
"if my card was stolen, where do i report it",12
what are the steps to take to report a lost card,12
im at lax and my bags aren't,113
can you please provide me with assistance in moving money from one account to another,133
what is the name of the place you work at,57
i'm pretty sure i have a fraudulent transaction on my account,70
review of my card apr,132
i need the pin number for my checking account,89
i have a bogus transaction from amazon on my account,70
you must increase the volume to 4 please,150
"next song, please!",118
what's my routing number,45
what is my dte bill this month,27
how long does it take to cook a pork chop,86
does france have their own version of a visa,59
what number of vacation days remain for me,126
i need to know when my flight is landing,80
is my order being delivered soon,84
what was your name again,75
read me some fun facts,129
that's a possibility,121
what percentage of my income is taken out for taxes,94
is traffic heavy on my route to washington,24
i need a recipe for chicken pot pie,104
"i don't know why my check engine light is on, i need a mechanic",131
how long do i put the casserole in,86
can you add laundry to my to do list,65
i'd like to turn up the volume,150
i need to know the name that you have for me,11
"my card was rejected at the zoo, could you tell me why",49
make your accent the male british one,51
when is my credit card going to expire,44
let me know the traffic in tempe,24
what is the high temperature for tomorrow,5
i just found a better job and need to move my 401k over to my new employer,100
set a timer for fifteen seconds,32
"my luggage did not arrive, please investigate",113
can i use oil instead of vinegar,134
can you undo the reservation,67
i want to hear my to do list please,48
"if something is 15% off $35, how much is it",138
which company programmed you,96
could you tell me the fuel type for my car,8
what is my wells fargo card's rewards balance,50
"looking at this week only, have i overspent on hoagies",71
what are the nutrition facts for carrots,1
what is my car's tire pressure,98
know any dad jokes,36
please set up a timer for me,32
how many weeks are in 3 months,31
when will my eggs go bad,54
"speak faster, please",119
don't sync to my phone anymore,130
do you know what the timezone is in reno,66
where can i get my w-2,122
send my gps location to manuel,58
how do you spell umbrella,73
i need to put a stop on my bank account,20
can you spell the word umbrella for me,73
what is the eta of my flight,80
which state has the best airlines,42
can i increase my credit limit to 500 dollars,109
can you tell bob and alice where i am,58
where would the routing number for first utah be located,45
what do you do in your spare time,15
say my name if you know it,11
do i have enough to cover new skis in my bank of america account,35
how many dollars can i exchange for 10 yen,38
please double check my reservations for six at mani,85
how much did i spend on petrol 2 days ago,71
dont let me forget to do that thing later,53
talk in whisper voice,14
carry-on restrictions for air emirates,62
put on my shopping list i need carots,125
i want you to adjust your speaking to be faster,119
when's my heater bill due,56
please raise volume,150
what transactions have i made in the last few weeks,68
can you verify my recent visa card transaction,68
what's left in the tank,110
what kind of gas is needed for this car,8
how could i replace my oil and what form of oil ought to i take advantage of,3
how much sugar was in my urine this morning,42
how many rewards points do i have for my mastercard,50
how much is 100 dollars in euros,38
tell me what time it is,4
how to report bent credit card,87
get me articles and pics of different types of household bugs for this area,42
please play music by acdc,106
what's my health insurance plan,74
what's the average time to boston when riding a bus,78
what is the lowest amount i can pay for my electric bill,143
when was my most recent oil change,37
i want to travel to new york and i would like to rent a car,40
can you help me figure out my pin number for my visa account,89
i need an address for the closest starbucks to home,72
make the volume louder,150
where would i find my w-2,122
can i harm my credit if i miss a car payment,28
i wanna know the status of flight dl123,80
i need you to set an alarm for 8am tomorrow,83
can you do a math problem,138
adjust settings back to original factory settings immediately,88
"can i make a reservation for 2 at state bird for 6:30, please",23
when did i go to the mechanic,37
can you share the status of my day off request,101
take $20000 from savings and put it in checking,133
when does this car need oil changes,123
how do i check when my mortgage is next up for payment,56
check the nanny cam and send the feed to my phone,42
show me my ten most recent transactions on account xyz,68
tell me where is the closest coffee shop,72
do i have enough fuel to get to tampa,110
"i would like to change the pin on my checking account, please",89
notify me how many days off i have used so far,148
my credit card snapped in half while i was fiddling with it,87
is there a surcharge for using my card in italy while i'm there,137
can you send a text for me,26
could you track an order for me,84
i need to know my bank of america routing number,45
are you okay,82
nigeria is in which time zone,66
can you change the limit on my credit please,109
please check the status of my mastercard application,103
answer me in french,29
i forgot the pin number for my college fund account,89
when will my new visa get here,90
explain to me how transferring my 401k works,100
please tell my bank i'll be in anchorage this week,146
what is the credit limit for my bank of america card,41
what are my reminders,76
what firm is responsible for your design,96
can we pair this with my new phone,130
what kind of fuel do i need,8
number for aaa to help with dead car battery,17
i'm not sure how to jump start a car; can you help me,17
what's on my list of things to remember,76
what kind of plug is used in japan,120
how much time to reach doctors office,78
please book a reservation for 8 pm at red robin under the name kevin,23
"who are you employed by, please",57
i need to catch an uber to cal expo,39
are my tires good on air,98
i want to rollover my 401k,100
what is the procedure for getting a new pin number,89
what is your date of birth,99
lunch with deb at noon today,105
is it possible to have a higher limit on my visa,109
please say my credit card's apr,132
i would like to have march 5th's 5k added to my calendar,105
please send ten dollars from bank of america to capital one,133
procedure to change oil in car,3
what is meant by defense,139
if i cook the pizza at 400 degrees how long must it be in for,86
is it possible to apply for a visa card,91
"i need to buy something, please",16
i'd like to roll a dice and get the result,92
how long to cook a frozen pizza,86
how is it going my friend,82
what am i supposed to be doing today,60
inform me if there's a travel alert for the country,128
a volume of 4 is ideal please,150
where can i locate the routing number for the bank i bank with,45
will you play the next song on this playlist,118
what time is it in the mountain timezone,4
i want to know how to say goodbye in france,61
your birthday please,99
help me pay my electric bill,111
i need to find a new babysitter,42
what company were you designed by,96
"thanks for chatting, later",114
i want to know what the latest is on my vacation request i submitted,101
set an alarm for 9pm please,83
is it snowing in the next two weeks,5
how do i arrange a direct deposit into my savings account,108
where do i see what interest my mortgage has,7
create alarm 6am,83
i want help rolling over my 401k,100
can i have my volume increased,150
do you have the time,4
when is my pay period,79
please roll the 10 sided dice,92
"can you understand me, if i start talking in italian",29
what are the carry-on restrictions for frontier airlines,62
what's the status of my jetblue flight,80
what other countries speak the english language,42
can i hear the song after this one,118
do i overspend when it comes to fast food,71
i wish to add this song to my classical playlist now,141
"if i fly american to los angeles, how many carry ons am i allowed",62
starbucks near me,72
can you find me sheet music for the beatles white album online,42
what does my personality mean,42
can you tell me what dendrofilous means,139
the car you are driving uses what kind of gas,8
what is my routing number for home federal account,45
is there air in my tires,98
can you provide information on my income,93
can you tell me if germany issued any travel warnings,128
i ordered new sheets online when will they arrive,84
steps to raise my credit score,28
mark down that i will be in rome from february 1 to march 1 and notify my bank,146
what is the apr on my amex card,132
can i initiate a one-time transfer from my savings account to my money market account,133
can someone look at my check engine light that's on,131
hey how's it going,82
i need some directions to phoenix,72
do i need to have any shots to visit chile,52
can you schedule a meeting with john for 12,18
"i do not think that is true, so i would say it is a false statement",30
can you use male voice,51
what's the way you refer to me,11
i wish to know when my flight will land,80
increase the volume level to 4,150
is it possible to make reservations in advance for macaroni grill,9
what do you put in chili,112
quit,147
tell me this week's forecast,5
did they say yes to my day off request,101
how do i switch out my oil,3
how do i speed up the speech of this ai,119
can you confirm my reservation for minnis at 4:00,85
what is the record high temperature for today,5
direct me to the application for a new credit card,91
find out what supplies i am missing and will need on my upcoming camping trip,42
delta has too many carry-on restrictions! do you know them,62
you can call me brandon,144
can you tell me the current time in the pacific timezone,4
remind me to do this in awhile,53
what do i have going on may 4th,60
help me get my device back to it's factory settings,88
confirm my friday reservation at 2:00,85
tell me the expiration date for my visa card,44
i'm due for an oil change and need assistance doing it and also need to know what kind of oil the car takes,3
what is my plan for the day,76
are there any travel alerts for brazil,128
what activities do you enjoy,15
what's this song,21
how could i get into the guiness book of world records,42
my car needs maintenance but i don't know if i can schedule an appointment for that,131
tell me about your hobbies,15
find available letter writing classes at the local community college,42
what is the carry-on policy for flights on american airlines,62
which vaccines will i need for cuba,52
"when i go to mexico, what kind of plugs do i need",120
i need a recipe for chili,104
what kind of plug converter is needed in c,120
please show me a recipe for chili,104
how long is a bus ride to the library,78
can i increase the credit limit on my mastercard,109
"would you find my location on the map, please",136
"flip a coin, heads",33
could you tell me my interest rate,7
try it with a male voice,51
i need to know if cleaning out the fridge is on my to do list,48
what amount will my state taxes be,94
i need you to check the air levels in my tires and let me know if i have enough in them,98
will a jump start work if my batter is dead,17
where's the nearest gas station,72
how much money is in all of my bank accounts,35
show me a cool nintendo switch game,42
tell me the plug type that is used in scotland,120
i need to know if angelos takes reservations,9
what is my average mpg in this car,142
can you suggest any good meals from chicago,46
will amazon ship an order even if there was a pricing mistake,42
would you repeat what you just said,13
see how many days i've taken off so far,148
the song on speaker is what,21
what's the water bill,27
so it turns out my card was declined at applebee's and i wanna know why,49
how do i see me rewards for my chase card,50
any new info on my vacation,101
would you say that you are now a pet owner,34
please reset to factory settings,88
i am in need of an uber to the hospital,39
who is the scariest character in start trek,42
light the bedroom lights,10
when shall i get my tires changed,47
what sort of fuel should i use for this car,8
when did i get my car inspected last,37
tell my bank i'll be in cuba beginning the 2nd,146
change the pin on my wells fargo account to be 1234,89
do i have many meetings today between 2 and 4,19
what is the expiration date on my chase card,44
please change back to initial device settings,88
"how many vacation days do i have remaining, please",126
what does mature mean,139
i'd like an appointment at your earliest availability for an oil change,131
"share my location with mom, please",58
what is the highest belt in karate,42
how does my card's apr compare to others,132
look for auto companies that do scheduled maintenance on my vehicle,131
can you tell me if my application for a credit card has been processed yet it was at chase bank,103
where do we get our w2 forms,122
for the love of all that good change your accent,51
please give me a list of the ingredients contained in chocolate cupcakes,112
"ai is a helpful item to have in my home, thank you",124
when will my cc application process,103
get rid of my to do list,65
i'd like to know the meaning of life,22
how many vacation days have i spent in total,148
i must pay verizon what minimum amount on my bill,143
what's a good resource to learn beginner's yoga,42
can i make a car maintenance appointment,131
i need you to create a timer,32
what's the pizza like around here,46
what does the weather look like,5
i need a hotel in new orleans with awesome reviews,116
what date did i last take my car in,37
read my reminder list to me,76
how long will the chicken take to cook,86
would you need more shots to go to mexico,52
what are some good methods of relieving stress,42
when will my vacation get okayed,101
how is the word acquaintance spelled,73
can i get cash back for my points,6
can you speak in french,29
when was the date that i was last paid,79
can you look into whether my card has good apr or not,132
where am i on the map,136
i need an uber,39
i want to rent a car in boston for march 2 until march 4,40
please find the expiration month listed on my card,44
can you tell me about your hobbies,15
ai find my phone,81
can i hear the beatles,106
how many days on holiday do i have,126
"text mike, ""i'm running late",26
i need ti know the traffic in tempe,24
when will my american express credit card expire,44
does this car take regular gas,8
what name should i use when talking with you,75
check my calendar for the date that my care was last serviced,37
credit limit,41
i wanna know how long can i keep pizza in the freezer for before it goes bad,54
what is the date tomorrow,95
that’s actually wrong,30
send the location i'm at with martin,58
transfer fifty dollars between my chase and bank of america account,133
"for city driving, what's the car's mpg",142
do i incur extra fees if i use my card in london,137
let me know if you are a cat or dog person,34
can you tell me some fake news,42
"i need to get to a church immediately, please take me to one!",72
does my card charge if i use it in china,137
what do you do for fun alexa,15
don't call me bill anymore - call me bob,144
what items did i want to remember,76
can i use yogurt in place of sour cream,134
share the nutrition info for pizza with me,1
what is the interest rate i am receiving from the start of the year,7
"if my credit card was stolen, how long will it take to replace",90
tell me all the things i need to buy to make pasta,112
what are the time zones of russia,66
do i have any meeting to go to today,19
go back to factory settings now,88
"i'm not going to cook today, can you suggest a restaurant",145
is patriarchy wrong,42
what do my federal taxes amount to,94
"i'd like to report my card as stolen, please",12
"is paprika listed on my shopping list, please add it",125
my card is cracked and i want to report it,87
how much is my gas bill,27
do you think being alive has any meaning,22
what is the wait supposed to be at zippys,102
restore your original settings now,88
is the tofu i put in the fridge tuesday still edible today,54
please change your language setting to spanish now,29
skip this track,118
how much do i get paid,93
i need to know what time it is in florida,4
can you list my shopping list for me,43
tell me your name,75
what is the exact time,4
were you born here,77
what kind of gas should i put into this car,8
what's the traffic like on the way to the amusement park,24
i need my bank account frozen,20
is there a travel alert for russia,128
i will call you jimbo from now on,55
"my car needs jump started, find me directions",17
i need you to flip a coin,33
yes that is right,107
i want to know some trivia about our solar system,129
see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,116
i don't know how to spell anethesia,73
what's my credit limit for my visa card,41
i have been spending a lot on insurance lately,71
how high is my credit limit,41
what are the steps to set up direct deposit to my chase account,108
is tehre enough in my bluebird account for groceries this week,35
i am going out of country and need to inform my bank,146
text my doctor and tell him it happened again,26
find me an uber to downtown,39
how long does it take to make pho,86
how much is this mpg,142
how do i utilize my credit card points,6
will it be long to get to the sky harbor airport,78
my car needs maintenance scheduled,131
nutrition information of mashed potatoes,1
the answer to that is a resounding yes,107
please change the pin on my bank of america account to be 1234,89
is there a travel alert for france,128
do you know the meaning of life,22
will they take reservations at chillis,9
what is my salary,93
may i start referring to you as jeff,55
who do i contact to report fraud on my visa,70
what do i need to use to make lasagna,112
will you flip a coin,33
can you tell me what i earned,93
why is my bank account locked,2
are there any holidays coming and when,140
please call christy,25
i ran out of checks and need more ordered,127
what kind of plug do i need for my razor in ireland,120
what date will my replacement card arrive on,90
can i get beer within my deposit account,35
it's possible that it could be either,121
online order: status,84
"what time is it in adelaide, australia right now",4
what is the life expectancy of a polar bear,42
turn your vocals down,150
what information can you give me on the meaning of life,22
i'd like to know how many vacation days i have,126
can you find me a recipe for carrot cake,104
are there any travel alerts for ukraine,128
my card is scuffed up and won't work,87
set an alarm for lunch and another for dinner,83
tell me how to change my policy,64
i have to make a phone call,25
i need you to schedule a meeting with carrie and lisa,18
list insurance benefits,74
send me an uber now for four people and we are going to appleby's downtown,39
what is harry's real name,42
what sorts of things am i able to ask of you ai,115
how many days off for vacation do i have left,126
where is my luggage,113
do you know my credit card's apr,132
i let my bank know that i'm traveling to greece from march to april,146
scan my photos and tell me which hair style is most suiting for my face,42
i need help with my 401k rollver since i got a new job,100
i want to report fraudulent activity on my quicksilver card,70
share to grandma my gps coordinates,58
will i get a fee for international transactions with my visa card,137
can you explain why my card was declined,49
what meetings do i have today from 3 to 4,19
what is the lowest amount i can pay for my cable bill,143
go passed the song now,118
"ai, stop talking",147
i'm going to start calling you kobe now,55
move two hundred dollars to my chase savings account to my wells fargo checking account,133
what fuel do i put in this car,8
malignant is spelled how exactly,73
i want to update you name,55
could you please track my package,84
give me the status of my order,84
what is the minimum i can pay on my heating bill,143
what day is it tomorrow,95
i'd like to know about setting up direct deposit,108
i'm going to mexico; do i need an international via,59
suggest a meal from denmark to me,46
give me a fun fact about kangaroo,129
tell me a joke about animals,36
are there any active events for march 4th 2019,60
call work,25
why can't i log into my bank account,2
what are you suppose to do with a 401k rollover when getting a new job,100
where did you live previously,77
can you tell me about that tornado that just tore up alabama,42
have a good day,114
how long will it take to get to outback in phoenix,78
give my location to stan,58
ai i need to go to charlies with eight adults can you get uber,39
when is my flight supposed to leave,80
watch the fbi,42
i've saved what number of days of vacation,126
how win money in internet,42
fill me in on the apr for my american express card,132
what's my current limit on my visa,41
did they approve my day off request,101
i dunno,121
what's the process for getting an american express card,91
what does life mean on a deeper level,22
can you tell me what is included in my health benefits,74
"hmm, either",121
what is my meeting schedule like for the day,19
how many minutes to melt cheese,86
i want to freeze my bank account,20
alert my bank and let them know that i'm travelling to brussels,146
how do i redeem my credit card points,6
slow the speech down,119
where is the closest driving range,42
do i have any remaining pto days,126
i want to play my maroon 5 playlist,106
check to see the status of my recent online order,84
what does subway use to make a cold cut combo,112
what type of gas goes into the car,8
can i ask your name,75
show me the way to jump start a battery,17
can you give my whereabouts to doug and buster,58
how much pto have i used,148
make a list of stocks that would be good to invest in to start making money,42
when is boarding scheduled for my flight,80
speak german,29
where are most homeless people,42
can you tell me how fast the average airplane enroute to california goes,42
can you help me with rolling over my 401k,100
is my credit score over 700 yet,69
i will be in lakewood from monday to wednesday and i need a hotel room for 4 people,116
how can i order some more checks for my checking account,127
can you describe my list back to me,76
"please increase my credit limit to $9,000",109
"yes, that is true",107
what do you do in your spare time siri,15
what time is it in the eastern standard timezone,4
how can i spell avocado,73
what is one dollar worth in mexico,38
how much luggage can i carry with me on flight dl2200 to denver,62
"it was great to see you again, see ya later!",114
how many day off i have taken,148
will i hit traffic on route to moms,24
is it going to be much longer until i reach the bank,78
do i have a name to you,11
let me hear all meetings for today,19
what music is this,21
make a quarterly payment on my life insurance premium,111
please set a reminder for me,83
i want to know what trenchant means,139
can i increase the credit limit for my navy federal card,109
what is the main cause of becoming homeless,42
how do you spell dessert,73
is there anything you like to do in your free time,15
what's the minimum amount for my electric bill,143
i need to know how to report fraud on my discover card,70
"imagine you had to pick a preferred animal between cats or dogs, which will you pick",34
go to whisper mode until my morning alarm goes off,14
what's the best place to travel to this time of year,149
only call me dan,144
what place do you call home,77
i need to know the price of my car payment and insurance please,27
transfer 200 dollars from paypal to savings,133
what's the expected time to have a stolen credit card replaced,90
do you see any meetings with john on my schedule today,19
how many calories are in chocolate cake,135
how is the ai doing,82
my amex rewards; how do i get them,6
my card is ruined and isn't working,87
"15 days from today, what will the date be",95
i would like you to think of yourself as machine and answer when i say your name as such,55
what is status of my bank account,35
"skip this song, please",118
"what is your name for me, please",11
what's the traffic like on the way to the water slides,24
i would like to have my credit increased to 5000 dollars,109
how long will it take for me to get to the gas station,78
will you call and check on my reservation for john at bardenay,85
i really need to order some more checks for my savings account,127
what's the number of remaining vacation days i have,126
"i want to keep my credit score from going down, how do i do that",28
is it recommended to get any shots before i travel to africa,52
i'd like to book the next availability for an oil change,131
i need to set a meeting with tom at 6pm,18
"whisper mode, stop",14
i want to know how to correctly spell cemetery,73
you work for whom,57
what are some ways to increase my credit,28
add yosemite to my rap playlist,141
give me an interesting fact about antarctica,129
how many miles per gallon does it get in the city,142
show me how to change my oil,3
when did you originate,99
i need an alarm set for ten pm and midnight,83
i'd like to have everything on the shopping list,16
alert my bank and let them know that i'm travelling to stockholm,146
can you please remind me of the items that i made note of to not forget,76
i am obliged to report my stolen card,12
how should i address you,75
bring the sound up,150
do i have any appointments on tuesday,60
what month are mosquitoes the worst in the united states,42
give me instruction mannual on how to change oil,3
"i need some help with transferring my 401k, can you help",100
"which health plan do i have, again",74
i would like some help getting a rental car reserved in los angeles,40
what is 1/2 times 5/8,138
do i need an international visa to go to spain,59
check my calendar to see if an event called final exams exists,60
make a pto request for dates november 11 to black friday,97
"i did not hear you, please repeat",13
repeat please,13
what kind of gas does this car use,8
can a phone call be made to maria,25
which kinds of pets do you have,34
"please help me find my phone, because i lost it",81
what holiday comes next,140
is my calendar free next sunday,60
does the state department say anything about traveling to haiti,128
what is on my calander for valentines day,60
add my spa appointment on the 12th to my calendar,105
what amount of tax should i pay,94
