text,intent_name,umap_x,umap_y
how do i know when i have to change my oil,oil_change_when,-4.930988,6.0566745
cancel my reservation for 4 at red robin,cancel_reservation,11.361865,3.2612965
"is it possible to change oil, if so how and what do i use",oil_change_how,-2.4551244,-3.8822024
how long do i cook pork,cook_time,-1.5130937,15.932273
please cancel that last task,cancel,10.942456,-3.401491
cancel tonight's dinner reservation,cancel_reservation,12.096542,4.3482995
what funny jokes do you know,tell_joke,8.299185,11.145759
when should i get my car's oil changed next,oil_change_when,-4.9423847,5.6450877
whisper mode,whisper_mode,11.912169,-8.446973
turn on whisper mode,whisper_mode,11.877854,-8.570442
i am not in need of my reservation anymore,cancel_reservation,10.855916,5.10271
is my daughter's birthday on my calendar,calendar,17.821697,5.627921
can i store bread in the freezer indefinitely and it will still be okay,food_last,-0.64308894,15.6811495
i need to know somthing funny,tell_joke,8.937898,11.569752
what are some cool tourist attractions in england,travel_suggestion,12.759144,15.983843
i want to add a doctor's visit to the calendar for friday,calendar_update,19.466919,4.753372
what jokes do you know,tell_joke,8.281568,11.072086
i want you to add staff meeting to my calendar for march 1 at 10:00 am,calendar_update,18.830593,5.160294
for how long should i bake the brownies,cook_time,-1.9458991,16.536905
i need to be out of whisper mode,whisper_mode,12.228127,-8.584791
call off the dinner reservation,cancel_reservation,12.398975,4.3347726
have i scheduled anything on march 2nd on my calendar,calendar,18.512072,5.884648
what experiences does kentucky offer,travel_suggestion,13.532906,15.2015
find out the best tourist attractions to visit in moscow,travel_suggestion,12.868103,16.290234
please inform me what is showing on my calendar for the 17th of march,calendar,18.785881,6.7089596
enable whisper mode,whisper_mode,11.928533,-8.640717
can you find some instructions on how to change my oil,oil_change_how,-1.9424626,-3.765484
can you please cancel,cancel,11.17131,-3.8627512
i want to hear something hilarious,tell_joke,9.028707,11.758374
what's the funniest thing you know about artificial intelligence,tell_joke,8.669832,11.66075
"you can remove the wedding from my calendar for march 12, 2019",calendar_update,17.377182,4.973852
what kind of oil do i need to get and use for my car,oil_change_how,-3.1070585,-3.4792728
what's the prep time for a garden salad,cook_time,-1.1407881,16.974945
when does my milk expire,food_last,0.24285674,14.113192
have i added my doctor's appointment to my calendar,calendar,19.36184,4.783012
please switch to whisper,whisper_mode,11.311501,-7.907307
give me a amusing fact about wolf,fun_fact,10.228018,12.207218
how should i prepare to change my own oil,oil_change_how,-2.7750745,-3.8945656
i do not actually need my reservation anymore,cancel_reservation,10.874574,5.0633044
i want volume set to 4,change_volume,6.3067126,-9.597324
can i cancel my reservations please,cancel_reservation,11.089055,4.310605
tell me something amusing,tell_joke,8.887732,11.858493
forget what i told you to do,cancel,10.626763,-3.6655383
how long will the turkey take to cook,cook_time,-1.4666326,17.613228
please use your whispering voice; i need quiet,whisper_mode,10.543988,-7.3519497
i got to know how long can i keep pizza in the freezer for before it goes bad,food_last,-0.48553514,15.538109
when should i change my car oil,oil_change_when,-5.04715,5.7898564
can you cancel my reservation on tuesday for chris at stella maris,cancel_reservation,11.564239,4.3398705
don't continue with what you're doing,cancel,10.450935,-3.639658
tell me a cool fact about reno,fun_fact,11.2385435,13.5669985
where can i find information on oil changes for my car,oil_change_when,-2.372369,-3.004221
abort running program,cancel,10.905156,-2.9739966
i have an appointment on the 5th put it on for 5pm,calendar_update,19.399412,4.836
how long should i cook chicken,cook_time,-1.221101,17.618124
repeal the dinner reservation,cancel_reservation,12.337483,4.337216
hey ai cancel it now,cancel,11.199,-3.801037
so how long do you think the chicken will take,cook_time,-1.1261399,17.590923
what can i do to get rid of this event,calendar_update,17.413471,4.8505025
quiet now,cancel,9.849095,-6.836013
what is showing on my calendar for the 17th of march,calendar,18.818974,6.7437882
can you get rid of my trip to the zoo from my calendar on march 1st,calendar_update,17.152014,4.6506405
what is some trivia question about coffee,fun_fact,10.218477,13.4258995
oranges expire in how long,food_last,0.25445873,14.45341
quieter please,change_volume,9.430883,-6.992239
please be quiet now,cancel,9.864681,-6.824097
tell me how i know when i need an oil change,oil_change_when,-4.971512,6.0600233
start using whisper mode,whisper_mode,11.914477,-8.634907
how long can i expect chicken breast to be good for before expiration,food_last,-0.030548777,16.132393
i love dad jokes can you tell me one,tell_joke,8.396326,11.179458
put volume at 4,change_volume,6.2408023,-9.461379
are there any events on my calendar for january 1st,calendar,18.707193,5.965298
tell me a joke about jobs,tell_joke,8.849934,11.041608
get me instruction to change oil,oil_change_how,-1.9082941,-3.7509115
what's on my calendar for march 20th,calendar,18.584372,6.4860797
tell me a joke about baseball,tell_joke,9.054197,10.881848
turn volume up to 4,change_volume,6.2768736,-9.4619665
please let me know how to change the oil,oil_change_how,-2.3127508,-4.0512695
tell me how long it will take to prepare a lasagna,cook_time,-0.6123111,17.779516
share with me a fun fact about outer space,fun_fact,11.018773,13.01885
can you get me simple instructions on how to do an oil change,oil_change_how,-2.0155003,-3.7863202
i need trip to the zoo on the calendar for june 4,calendar_update,17.010712,4.7135963
what sort of things do people do in new york,travel_suggestion,12.873362,15.556346
use your indoor voice please,whisper_mode,10.6956005,-7.5623446
"about something,tell me some trivia",fun_fact,10.300533,13.394251
cancel whisper mode,whisper_mode,12.485011,-8.617014
clear my calendar for february 29th,calendar_update,18.141413,4.569202
check my calendar for 30th birthday party,calendar,17.826365,5.8568063
search my calendar for birthday party,calendar,17.79402,5.726766
cancel that reservation for 8 at barney's,cancel_reservation,11.275393,4.432099
what amount of time do i need to cook lobster for,cook_time,-0.93729526,16.996393
get out of whisper mode,whisper_mode,12.322257,-8.586466
clear my calendar for this friday,calendar_update,18.055794,4.598986
what is the necessary amount of time required to prepare pot roast,cook_time,-1.5740932,17.432652
engage whisper mode now,whisper_mode,12.004674,-8.575969
use your quiet voice,whisper_mode,10.071617,-7.099387
can you stop speaking,cancel,9.552842,-4.3155637
would you please increase the speaker volume,change_volume,8.870271,-7.838227
the reservation i have isn't needed any more,cancel_reservation,10.849204,5.110763
i need to remove fishing from my calendar for soccer,calendar_update,17.094028,4.4910545
i must know what is currently on my calendar for friday the 1st,calendar,17.646866,6.4936976
what is the average time to go between oil changes,oil_change_when,-3.8634672,6.181071
please don't talk any further,cancel,9.69244,-4.4428015
i want to only use the whisper sound,whisper_mode,11.8241825,-7.919538
when does my oil need some changing,oil_change_when,-4.597854,6.0207553
turn the volume to level 4,change_volume,6.107249,-9.238997
the volume should be decreased,change_volume,8.314323,-6.9245563
take work from my calendar for may 7th,calendar_update,18.224834,6.2128034
take my lunch plans off the calendar for march 13th,calendar_update,17.0337,5.414708
help me find things to do in nashville,travel_suggestion,13.68342,15.372354
would you mind switching to whisper mode,whisper_mode,11.717472,-8.320935
what's a good joke,tell_joke,8.838141,10.962598
get rid of my 4 pm reservation at the steakhouse please,cancel_reservation,12.050499,4.312082
i need help with some fun tourist things to do in tokyo,travel_suggestion,12.722894,16.177391
what is there on january 1st on my calendar,calendar,18.69926,6.0064116
i'll have to cancel my reservation for tonight,cancel_reservation,11.277736,4.4103537
look for funny jokes,tell_joke,8.372648,11.207996
whisper from now on,whisper_mode,11.141851,-7.434508
please only use a whisper when speaking,whisper_mode,10.837101,-7.48622
should i get an oil change,oil_change_when,-4.7594056,5.6559315
what's the best place to just get away from it all,travel_suggestion,13.411486,16.965466
what are the steps i need to do to change the oil in my car,oil_change_how,-2.4630296,-2.480977
i think we should whisper,whisper_mode,11.063113,-7.3242836
please stop,cancel,10.109457,-3.9370158
on tuesday you are supposed to have a meeting,calendar,18.835836,5.321429
help me change my oil and what kind do i need,oil_change_how,-2.9731257,-3.904315
i want the volume at 4 please,change_volume,6.0250406,-9.433159
i need it louder,change_volume,9.191146,-7.025334
i need you to stop talking,cancel,9.525627,-4.3160267
what is the proper time to cook steak for,cook_time,-0.38992122,16.93753
i need my dinner reservation canceled,cancel_reservation,12.07705,4.333327
how much longer until i need to get my oil changed,oil_change_when,-3.863565,6.1238093
what's my schedule like for thursday the 14th,calendar,18.120323,6.3940015
engage whisper mode,whisper_mode,11.999665,-8.498479
at how many miles am i required to get my oil changed,oil_change_when,-3.8265917,5.7537336
i am itching to travel but don't know where to go,travel_suggestion,13.408968,16.968725
i want to hear a joke that’s funny,tell_joke,9.016888,10.929968
remove dinner with suzie from my calendar on march 1st,calendar_update,17.102503,5.2901106
tell me some amazing trivia about radios,fun_fact,10.293525,13.471149
tell me some trivia about dolphin,fun_fact,10.453615,12.975771
how long to grill thick steaks,cook_time,-0.37719446,16.941143
is it safe to eat chicken that has been in the fridge since monday,food_last,0.2737752,16.098085
use whisper voice,whisper_mode,10.906409,-7.657114
where should i travel to next,travel_suggestion,13.408096,16.97344
the staff meeting on march 1 at 10:00 am needs to be added to my calendar,calendar_update,18.852516,5.1247063
give me a cool fact about seattle,fun_fact,12.794033,15.28157
give me your best joke,tell_joke,8.993148,10.975768
eliminate,cancel,11.337255,-3.5331733
i want a step by step explanation of how to change the oil in my car,oil_change_how,-2.391532,-2.7641118
i'd like to hear a joke about donkeys,tell_joke,9.99067,11.922422
"i don't need my reservation, can you cancel it",cancel_reservation,11.326433,4.332347
can you find instructions on how to change oil in a car,oil_change_how,-2.209627,-2.989236
remove the birthday party this friday from my schedule,calendar_update,17.441172,5.331655
can you stop,cancel,10.184447,-3.81692
increase your voice box,change_volume,8.841114,-7.742538
what is the fridge life of spahghetti,food_last,-0.3560392,15.613993
what's the preparation time for spaghetti,cook_time,-1.1087817,17.069075
i want volume at 4,change_volume,6.120018,-9.519553
am i due for an oil change yet,oil_change_when,-5.0820765,5.06959
how long should i cook my turkey,cook_time,-1.4715127,17.565666
i no longer need a table for four at chili's,cancel_reservation,12.332019,4.1292205
can you tell me the most interesting fact about resistors,fun_fact,11.1461315,12.908859
add a vet appointment for 5 pm on saturday,calendar_update,19.455778,4.7783914
i don't want you to speak any more for now,cancel,9.583569,-4.461041
is it possible for you to whisper for me,whisper_mode,11.013567,-7.328131
put my parents anniversary on the calendar for next week on tuesday,calendar_update,17.582533,5.6747212
turn up the volume level to 4,change_volume,6.128651,-9.244267
what are the big tourist sites in sweden,travel_suggestion,13.024071,16.337267
cancel the reservation i made for 8 pm at black rock,cancel_reservation,11.196873,4.481198
please shut off whisper mode for now,whisper_mode,11.553728,-8.641631
just shut up,cancel,9.904401,-4.1829085
will it be all right for me to drink milk i've had in the fridge since tuesday,food_last,-0.08580226,14.345009
let me hear something funny,tell_joke,8.969712,11.857619
clear my calendar on march 1st,calendar_update,18.114145,4.5693316
how to change oil of a car,oil_change_how,-2.658686,-2.7073247
what are some touristy things to do in boston,travel_suggestion,12.661339,15.763681
tell me fun facts on science topics,fun_fact,11.041421,12.959461
"what kinds of oil can i use in my car, and how to i change the oil",oil_change_how,-3.0249934,-3.334765
could you stop please,cancel,10.1544,-3.8480034
how much time do i have to keep tofu in the freezer before it goes bad,food_last,-0.1309333,15.33255
i want you to cancel the event called 'bachelorette party' on april 15,calendar_update,17.638807,4.5277905
will you tell a joke,tell_joke,9.179073,10.659821
can you tell me how to change my oil and what kind i use,oil_change_how,-2.7160935,-4.051449
i need ideas for things to do in nashville,travel_suggestion,13.6232,15.3493185
what's my oil change status,oil_change_when,-4.824304,5.3911757
i want to hear cool bee facts,fun_fact,10.887442,12.396455
i want you to quit the action,cancel,10.608193,-3.5186434
what's there to do in seattle,travel_suggestion,12.9487295,15.291717
pause,cancel,10.544021,-3.1982603
please whisper,whisper_mode,10.992866,-7.335906
can you throw out some suggestions to me of places to travel to,travel_suggestion,13.417293,16.979597
i want the speaker to be louder please,change_volume,9.06113,-7.5443964
im not gonna need the dinner reservation,cancel_reservation,12.276812,4.196009
switch to whisper please,whisper_mode,11.350698,-7.9104595
tell me fun facts of today,fun_fact,11.189223,12.907975
is it possible to cancel the reservation at outback for the johnsons,cancel_reservation,11.007,4.357996
change over to whisper mode,whisper_mode,12.135219,-8.161558
read me some different cat trivia items,fun_fact,9.940137,12.670982
"stop, just stop",cancel,10.157901,-3.850529
i need you to cancel my reservation for 5 at red robin,cancel_reservation,11.375244,3.3071377
terminate,cancel,10.900593,-2.9812207
cancel my reservation at osteria for our party,cancel_reservation,11.128794,4.439716
please cancel my reservation for dinner,cancel_reservation,12.117133,4.3461413
when does milk expire,food_last,0.22465782,14.14979
how long does bread last in the freezer,food_last,-0.7429525,15.761505
i want a fun fact about london,fun_fact,11.353947,13.324141
how long should i cook ham for,cook_time,-1.5965273,16.009682
please switch to whisper mode for now,whisper_mode,11.470298,-8.537984
please abandon the current job,cancel,10.752761,-3.3461661
remove the recurring training meeting events off my calendar,calendar_update,17.5421,4.8215647
can you teach me how to change my oil in my car,oil_change_how,-2.0177577,-3.2468472
can you check what is on my calendar for tuesday,calendar,17.849775,6.295043
ignore the previous command,cancel,11.455819,-3.4644036
i want your volume lowered,change_volume,8.514047,-7.07694
"the 21st, what is on my calendar",calendar,18.595243,6.594171
what is one thing i might not know about nike shoes,fun_fact,10.833272,13.00214
raise the volume to 4 please,change_volume,6.077065,-9.253388
what date does my apple juice expire,food_last,0.23356256,14.44322
"on the 22nd of this month, we need to clear our calendar so we can leave it open for mark to visit",calendar_update,18.200872,4.581226
please tell me a really fun fact about facebook,fun_fact,11.268109,13.011686
what should i do in france,travel_suggestion,13.010257,16.188103
give me a joke about the subject of bugs,tell_joke,9.869475,12.053112
is my meeting with frank on my calendar,calendar,18.088892,5.3964663
can you end the task,cancel,10.896019,-3.1861012
could you please switch to whisper mode,whisper_mode,11.534365,-8.3849125
clear my calendar for the date of june 23,calendar_update,18.178823,4.5355363
what do i have on my calendar for march 11,calendar,18.42714,6.377539
say trivia about lebron james,fun_fact,10.060711,13.841825
when i should change oil,oil_change_when,-4.4926724,5.7856326
do i need to change my oil,oil_change_when,-4.5665402,5.8309736
what can i do in hong kong,travel_suggestion,12.968524,15.702163
add swimming to my calendar today,calendar_update,17.795946,5.799112
please make sure the volume stays at 4,change_volume,6.132857,-9.425524
how long should i cook roast for,cook_time,-1.593763,17.426706
could you please get out of whisper mode,whisper_mode,12.160142,-8.640986
i need to know when my oil should be changed,oil_change_when,-4.742118,5.8310866
what do i have on my calendar for february 8,calendar,18.108582,6.300726
what's on the calendar for march 4th,calendar,18.893332,6.328643
what kind of oil do i need to change the oil in my car,oil_change_how,-3.1060896,-3.5064528
can you cancel what you were doing,cancel,11.058191,-3.6519864
when will tofu expire if i keep it in the freezer,food_last,-0.10892633,15.354457
how long should i cook the asparagus for,cook_time,-1.2675798,17.252699
tell me a joke about the topic of mice,tell_joke,9.895587,12.103015
please speak louder,change_volume,9.603102,-6.767302
ai stop talking,cancel,9.629222,-4.177408
give me a cool fact about puppies,fun_fact,10.431765,12.281815
do you know any trivia about ostriches,fun_fact,10.37012,12.898453
lets fin out some fun facts about humans,fun_fact,10.959306,12.876225
name unusual facts about the circus,fun_fact,11.077998,13.091178
do i need any tools to change the oil in my car,oil_change_how,-2.738231,-2.7302542
how do i choose the correct oil and how do i change it,oil_change_how,-2.8320324,-4.0320377
what are the steps to change the oil in my car,oil_change_how,-2.51283,-2.5086808
what do i have on my calendar for march 2,calendar,18.699902,6.2439513
tell me a good joke,tell_joke,8.949729,11.039498
what is a fun fact about dogs,fun_fact,10.415471,12.26051
please cancel your present task,cancel,10.793685,-3.4570718
i need to know how to change my car's oil,oil_change_how,-2.6570284,-2.807482
how long do noodles need to cook,cook_time,-1.1194282,17.104027
"you can remove the field trip from my calendar for march 12, 2019",calendar_update,17.299421,4.6905527
how long can i keep milk in the fridge,food_last,-0.13482234,14.296441
can you cancel my reservation tonight for chris at smith and wollensky,cancel_reservation,11.406591,4.3130193
what are your best travel suggestions,travel_suggestion,13.394842,16.970156
what are some fun cheap activities to do in colorado,travel_suggestion,13.304075,15.482471
can you tell me how to change my oil please,oil_change_how,-2.3648894,-4.100703
do i have anything to do march 2nd,calendar,18.71126,6.1282988
tell me a fact i may not know,fun_fact,11.188055,12.755335
can you tell me something i don't know about banks,fun_fact,11.21133,13.416279
name some tourist things to do in chicago,travel_suggestion,13.165741,16.003525
what are some fun silly things to do in new jersey,travel_suggestion,13.207838,15.487942
go to the whisper voice,whisper_mode,10.988868,-7.70725
do i have 30th birthday party on my calendar,calendar,17.713387,5.6952558
"i've got some chips from monday, will they still be ok to eat",food_last,0.31720677,15.975756
joe and i are to cancel the reservation at zephers now,cancel_reservation,10.823445,4.169626
let me know some things to do in phoenix,travel_suggestion,13.280059,14.961031
give me something interesting about stars,fun_fact,10.866947,12.853271
make sure to set yourself to whisper mode before i go to the movie,whisper_mode,11.780159,-8.534412
turn down your volume,change_volume,8.51683,-7.474795
tell me a fun fact about computer,fun_fact,11.197323,12.982745
i'd love to hear a joke,tell_joke,9.110384,10.58777
i'd like you to use the whisper voice,whisper_mode,10.813097,-7.5788183
how many minutes do i cook baked ziti,cook_time,-1.2732002,16.991617
"help me plan my traveling itinerary for my trip to madrid, i want to see lots of sights!",travel_suggestion,13.341377,16.894117
what are some hot travel destinations,travel_suggestion,13.392198,16.967073
what is the next date that i should change my oil at,oil_change_when,-4.670695,5.335728
tell me a dirty joke,tell_joke,8.9983015,10.971056
how do i change my oil and choose the right oil,oil_change_how,-2.7638426,-4.0065055
how long does it take to cook steaks,cook_time,-0.41125923,16.932518
tell me something funny about people,tell_joke,8.923371,11.941948
after how much time is it still safe to drink milk that is in the fridge,food_last,-0.10003032,14.364307
switch over to whisper,whisper_mode,11.504998,-7.9988904
how do i know when i need my next oil change,oil_change_when,-4.990797,5.960473
how long will it take to fix shepherd's pie,cook_time,-3.820447,6.2107267
when do i need to change my motor oil next,oil_change_when,-4.634051,6.2400317
scrap,cancel,12.100915,3.3189762
"tell me how to change my car's oil, and what type of oil i should buy",oil_change_how,-2.920166,-3.280654
what is one fun fact,fun_fact,11.076722,12.875402
when do people typically change their oil,oil_change_when,-4.4819655,6.063566
did i set march 10th as my doctor's appointment,calendar,19.323355,4.8178406
i need you to increase your volume,change_volume,8.71038,-6.940674
do you know any good jokes,tell_joke,8.377495,11.08601
please tell me how to change the oil in my car,oil_change_how,-2.5271635,-2.7627373
tell me if there is an event called annual physical in my calendar,calendar,18.007841,5.4844
what's a good place to vacation,travel_suggestion,13.457838,17.016209
will i get sick if i eat the tuna salad from friday,food_last,0.27814573,15.98841
when is my next oil change suggested,oil_change_when,-4.891645,5.250468
retrieve events on my calendar,calendar,17.992918,5.4635906
lower volume,change_volume,8.331388,-6.8676977
"what are some fun, tourist sites to see in nyc",travel_suggestion,12.841172,15.782106
delete all calendar entries on march 3,calendar_update,18.023336,4.638304
i wanna know some things to do in phoenix,travel_suggestion,13.245204,14.99305
stop whisper mode,whisper_mode,12.427708,-8.626548
how long do you bake a cake,cook_time,-1.6325741,16.563581
when should oil be changed in my car,oil_change_when,-5.0608892,5.795105
how long should a cake bake,cook_time,-1.6660794,16.520441
i wanna know when should i get my oil changed next,oil_change_when,-4.412752,5.5007434
just stop talking,cancel,9.530458,-4.330366
tell me some interesting trivia about dinosaurs,fun_fact,10.351792,12.889143
tell me something that'll make me laugh,tell_joke,8.769702,11.765731
stop doing that,cancel,10.254405,-3.812729
help to turn on whisper mode,whisper_mode,11.812663,-8.606517
is my car due for it's next oil change,oil_change_when,-5.1804175,5.0539103
i am traveling to paris soon and would like some suggestions of what to do and see,travel_suggestion,13.00745,16.225107
mind sharing a joke,tell_joke,9.197693,10.619372
what are some funny things about food,tell_joke,8.728351,12.162493
go into whisper mode,whisper_mode,11.612193,-8.599276
how long before i neet to get my oil changed,oil_change_when,-3.8610625,6.1124043
"never mind, cancel that",cancel,11.142688,-3.9503198
"i've had eggs in the fridge since monday, are they still safe",food_last,0.65055114,16.280508
delete jury duty from my calendar for may 7th,calendar_update,17.961048,4.475286
can you teach me to change my oil,oil_change_how,-1.9731891,-3.4507124
how long is an oil change good for,oil_change_when,-3.8940563,6.1551805
what do i have going on for 12/03/2019,calendar,18.720692,6.4182687
today's fun fact,fun_fact,11.245847,12.922495
discontinue please,cancel,10.947312,-3.3692045
i need to know how to change my oil and what kind of oil for a 2007 trailblazer,oil_change_how,-2.844773,-3.566288
what is the most time i can keep a burrito frozen for before it's no good to eat,food_last,-0.3703423,15.621151
explain some trivia about lebron james,fun_fact,10.042394,13.877813
when should i change the oil in my car,oil_change_when,-5.079923,5.7709103
what's happening on may 3rd,calendar,18.707201,6.550362
cancel my reservation for dinner tonight,cancel_reservation,12.104057,4.325205
will the chicken have gone bad if it's been in the fridge since monday,food_last,0.14505638,16.054815
activate whisper mode,whisper_mode,11.932669,-8.577163
how soon milk expires,food_last,0.211195,14.114348
add farm trip to my calendar for friday,calendar_update,16.569693,4.720624
when do i need to change my oil,oil_change_when,-4.605506,6.084744
how long does it take to cook meal of tuscan,cook_time,-0.7786654,17.219687
how long do you need to put the cuish in for,cook_time,-1.4061391,16.74299
switch to quiet mode,whisper_mode,12.416912,-8.530149
please do a search for entertaining activities for tourists in mexico city,travel_suggestion,12.927861,15.949161
turn your volume up,whisper_mode,8.483166,-7.552259
please cancel my reservation for chris at brio,cancel_reservation,11.386379,4.291074
"i've had these burger patties in the freezer since saturday, are they still fine to cook",food_last,-0.30181727,15.910524
can you help me pick some fun things to do in london during my trip,travel_suggestion,12.764832,15.98703
what is the amount of time to keep milk refrigerated,food_last,-0.1469174,14.272947
how often should i change the oil,oil_change_when,-4.539871,6.671264
what actions do i take to change a car's oil,oil_change_how,-2.639354,-2.6007385
there is no need to confirm my reservation,cancel_reservation,10.860097,4.9754553
change the speaker volume to a louder one,change_volume,8.979591,-7.741523
i need you to switch to whisper mode,whisper_mode,11.513457,-8.473132
find out for me when my car is next due for an oil change,oil_change_when,-5.224219,5.0505633
volume needs to be at 4,change_volume,6.16739,-9.526266
how long do i need to cook chicken,cook_time,-1.1863762,17.622118
how long is it safe to leave a burger in the refrigerator,food_last,-0.38353604,15.999025
how long does it take to make mashed potatoes,cook_time,-0.66713256,17.142424
tell the restaurant i cannot make it,cancel_reservation,12.295207,4.3971076
i want whisper mode,whisper_mode,11.992029,-8.485005
nix that reservation for 4 at strip house,cancel_reservation,11.488957,3.9203258
is there a way to tell when i need my oil changed,oil_change_when,-4.97875,6.0523276
can you whisper until i tell you not to,whisper_mode,11.003105,-7.287962
how long does it take before you have to change your oil,oil_change_when,-3.8284922,6.139354
i advise you to quit talking,cancel,9.534111,-4.3236914
bring the volume up overall,change_volume,8.525409,-6.7980933
could you please share a joke with me,tell_joke,9.118125,10.697922
i want to cancel my reservation for network to xaga such,cancel_reservation,11.077805,4.352671
tell me something neat about the ocean floor,fun_fact,10.980721,13.430004
set the volume to 4 please,change_volume,6.2035074,-9.543357
tell me a fun fact about butterflies,fun_fact,10.886486,12.664151
what should i do for fun in tokyo,travel_suggestion,12.736342,16.143381
how long am i supposed to cook pork loin,cook_time,-1.4580144,15.888312
how long should i cook carnitas for,cook_time,-1.1455655,17.094975
please put taco night on the house calendar date of january 6,calendar_update,17.460844,5.4934077
please tell me a joke about dinosaurs,tell_joke,10.104568,12.416872
how long will eggs keep in the freezer,food_last,0.65497774,16.441862
decrease volume to 4,change_volume,6.217399,-9.218299
apples expire in how long,food_last,0.23410444,14.553307
when should my oil be changed,oil_change_when,-4.5418687,5.9661193
volume should be increased to 4,change_volume,6.072279,-9.086913
forget my previous command,cancel,11.453444,-3.442691
can you speak louder,change_volume,9.630764,-6.91136
how long should i cook a ny steak,cook_time,-0.38569787,16.950317
what's something interesting about bees,fun_fact,10.872562,12.369157
can you tell me any truly funny knock knock jokes,tell_joke,8.353612,11.083113
i would like you to cancel the dinner reservation for williams at the palace tonight,cancel_reservation,11.877301,4.290971
turn volume to the number 4 setting,change_volume,6.352248,-9.566656
do i have any appointments on my calendar march 22nd,calendar,18.659382,5.6597133
stop this process,cancel,10.923807,-2.863457
let's switch to whisper voice,whisper_mode,11.138479,-7.7788253
please be quiet,cancel,9.882549,-6.815548
how long should i bake a cake,cook_time,-1.6776866,16.515375
how long can i leave tuna casserole in the fridge,food_last,-0.73025733,15.950954
i want your volume louder,change_volume,9.169715,-7.01169
what steps do i take to change the oil for my car,oil_change_how,-2.5060856,-2.477411
after 3 days in the fridge is rice safe to eat,food_last,0.5963765,15.623589
i'd like some suggestions on where to go on my vacation this year,travel_suggestion,13.430866,16.993633
tell me interesting facts about lighthouses,fun_fact,11.066967,13.300162
look up recipe time for this,cook_time,-1.2560377,17.043821
what are some good restaurants in chicago,travel_suggestion,13.250593,15.97074
how long do i cook steak,cook_time,-0.36609536,16.919197
tell me something funny about love,tell_joke,8.899498,11.906271
how long does oil last in a car,oil_change_when,-4.987762,5.7832403
i could really use a laugh right now,tell_joke,8.652214,11.537154
i want to learn an interesting fact about cats,fun_fact,10.0089245,12.4915695
"what do you suggest for entertainment in tampa, florida",travel_suggestion,13.304725,15.451735
undo,cancel,11.335158,-3.658519
what is the most unique piece of trivia relating to cameras,fun_fact,10.326673,13.37602
so when should i change the oil,oil_change_when,-4.366905,5.625194
can you teach me how to change my oil,oil_change_how,-1.9775327,-3.4805968
increase the volume level to 4 now,change_volume,5.9909844,-9.129737
will rice be ok in the fridge for 3 days,food_last,0.5440835,15.6328
"hello, i need to cancel tonight's reservation for dinner",cancel_reservation,12.026475,4.3437724
at what point will i need another oil change,oil_change_when,-4.6379204,5.7845488
do not talk so loudly,whisper_mode,9.738861,-6.9700546
you can stop talking ai,cancel,9.668983,-4.1990156
i would love to hear a joke about the dmv,tell_joke,8.949818,10.653475
can you turn this down,change_volume,8.490575,-7.3784375
can you add a doctor's appointment to friday's calendar,calendar_update,19.448757,4.759004
how long do i put sugar cookies in for,cook_time,-1.7455673,16.473534
go back to normal mode please,whisper_mode,11.450453,-8.639879
give me a fun fact about komodo dragon,fun_fact,10.489057,12.575093
stop that,cancel,10.15803,-3.893269
name the five star attractions in gatlinburg,travel_suggestion,13.541293,15.815849
give me a cool fact about lsd,fun_fact,11.1292,12.886063
tell me a fun trivia bit about artificial intelligence,fun_fact,10.276785,13.279631
never mind,cancel,10.528208,-4.1701427
mute,cancel,10.073106,-7.049011
what is needed to change my oil,oil_change_how,-3.0770683,-3.8075876
how long to cook steak for,cook_time,-0.37871835,16.957094
how long does it take to bake a cake,cook_time,-1.6936984,16.526062
how long should i microwave hot pockets for,cook_time,-1.1992258,16.70263
tell the restaurant to cancel my reservation,cancel_reservation,12.076587,4.395202
where's a good place to go if i want to see mountains,travel_suggestion,13.452863,16.955418
what's an interesting tidbit about rivers,fun_fact,11.099207,13.500802
"so it seems i have had pizza in the fridge since monday, so is it safe to eat",food_last,0.25498936,15.580129
i need to put in a cancellation for the dinner plans tonight,cancel_reservation,12.131127,4.3628488
what's the best restaurant in arizona for pizza,travel_suggestion,13.302485,14.877147
delete my golf tournament event from tomrrow,calendar_update,17.530495,4.7990823
what are some fun things to do in sweden,travel_suggestion,12.937585,16.235466
check what's on my calendar for tuesday,calendar,17.781664,6.2902336
i decide to switch out of whisper mode,whisper_mode,12.198593,-8.371422
do i have calendar events on march 19th,calendar,18.583937,5.840282
when is it time to change your oil,oil_change_when,-4.4682326,5.776081
how long does it take to bake a pork loin,cook_time,-1.5178843,15.923834
please abort the current process,cancel,10.953438,-3.0040295
annul the reservation i created,cancel_reservation,10.825219,5.026261
when's my next oil change due,oil_change_when,-5.099693,5.0897107
scratch,cancel,12.1953745,3.2799451
how to do an oil change,oil_change_how,-2.2949424,-3.7759023
increase the volume,change_volume,8.539619,-6.80538
tell me fun science facts,fun_fact,11.026824,12.881889
how long can i keep beef in the freezer for before it gets nasty,food_last,-0.4212535,15.881449
could you tell me a good joke,tell_joke,8.881292,10.94035
i'd like you to tell me a joke,tell_joke,9.119824,10.602791
when is my car's next oil change supposed to be,oil_change_when,-5.0165405,5.1622806
how long does it take to make roast chicken,cook_time,-1.3111252,17.657097
is cooked chicken still good after being refrigerated for two weeks,food_last,0.16454005,16.064257
